,Title,Employee,Location,type,Expire_date,catogry
210,Brand Manager,Unilever Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
211,Market Analyst (Education),BA Training Group,Colombo,Full-Time,25/05/2022 ,business-management
212,Management Trainee : Marketing ,Emerging Media,Colombo,Full-Time,25/05/2022 ,business-management
213,Analyst - Personal Finance,PlanLogic,Colombo,Full-Time,25/05/2022 ,business-management
214,Market Specialist (Education),BA Training Group,Colombo,Full-Time,25/05/2022 ,business-management
215,Manager - Study Abroad,SEI Campus,Colombo,Full-Time,25/05/2022 ,business-management
216,Fund Administrator,HSBC Bank,Colombo,Full-Time,25/05/2022 ,business-management
217,Manager Trainee – 28 Nos. / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,25/05/2022 ,business-management
218,Deputy Analyst (Junior Executive) – Procurement ,Accenture Lanka,Gampaha,Full-Time,25/05/2022 ,business-management
219,Support Services Manager,Soundmouse - A High Tech UK Company,Colombo,Full-Time,25/05/2022 ,business-management
220,Business Analyst,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 ,business-management
221,Merchandiser,ODEL PLC,Colombo,Full-Time,25/05/2022 ,business-management
222,Showroom Sales Representatives - Colombo/ Kandy - Lifestyle Brands,Abans PLC,"Colombo,Kandy",Full-Time,24/05/2022 ,business-management
223,Digital Media Marketer,Salon Zero,Colombo,Full-Time,24/05/2022 ,business-management
224,Product Manager ,Creative Software,Colombo,Full-Time,25/05/2022 ,business-management
225,Human Resource Professionals,Company Name Withheld 250,Colombo,Full-Time,24/05/2022 ,business-management
226,Marketing Executives - Male,Fair Price Super Ceylon (Pvt) Ltd,Colombo,Full-Time,24/05/2022 ,business-management
227,Customer Service Executive/ Managers,Nexa One Pty Ltd,Colombo,Full-Time,24/05/2022 ,business-management
228,Sales & Marketing Executives / Managers,Company Name Withheld 516,Colombo,Full-Time,24/05/2022 ,business-management
229,Executive - Transport Management,Abans PLC,Colombo,Full-Time,24/05/2022 ,business-management
230,Relationship Manager - Private Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,business-management
231,Retail Store Manager,Company Name Withheld 519,Colombo,Full-Time,24/05/2022 ,business-management
232,Trainee Credit Executive,Abans PLC,Colombo,Full-Time,24/05/2022 ,business-management
233,දෙපාර්තමේන්තු සුපරීක්ෂක (පුහුණු) - (කාන්තා / පිරිමි),Keells ,IslandWide,Full-Time,24/05/2022 ,business-management
