,Title,Employee,Location,type,Expire_date,catogry
77,Chief Information Officer,Commercial Bank of Ceylon PLC,Colombo,Full-Time,27/05/2022 ,banking
78,Portfolio Manager,Commercial Bank of Ceylon PLC,Colombo,Full-Time,27/05/2022 ,banking
79,IT Executive - Robotics Process Automation,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,27/05/2022 ,banking
80,"Internship Opportunity (Marketing, Internal Audit, Human Resources)",ICT Agency of Sri Lanka,Colombo,Full-Time,27/05/2022 ,banking
81,Tax Accountant,POP & Co Pty Ltd,"Colombo,WorkingFro...",Full-Time,27/05/2022 ,banking
82,Operations Manager - Customer Relationship Management,Company Name Withheld 250,Colombo,Full-Time,27/05/2022 ,banking
83,Executive - Customer Care,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
84,Associate (Accounting and Finance),The Jobhouse,Colombo,Full-Time,27/05/2022 ,banking
85,Junior Operations Assistant  | Kandy,Citizens Development Business Finance PLC (CDB),Kandy,Full-Time,27/05/2022 ,banking
86,Lead Associate / Executive (Accounting and Finance) ,The Jobhouse,Colombo,Full-Time,27/05/2022 ,banking
87,Senior Assistant - Regulatory Compliance & Monitoring,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,banking
88,Audit Trainee,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
89,Manager - Recovery,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
90,Business Development Officer - Branch Sales (Western Zone),Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,banking
91,Junior Operations Assistant | Colombo / Gampaha / Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,26/05/2022 ,banking
92,Collections Manager/ Head Manager/ Head Recoveries,A V Business Solutions Private Limited,Colombo,Full-Time,27/05/2022 ,banking
93,External Trainers,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
94,Digital Transformation Officer,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
95,Disciplinary Officer,Asia Asset Finance PLC,"Jaffna,Kilinochchi,...",Full-Time,27/05/2022 ,banking
96,Recoveries Agent - Collections & Recoveries ,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,banking
97,Senior Business Development Officers / Business Development Officers - Colombo,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,banking
98,Trainee Business Development Officer -  Colombo,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,banking
99,Call Centre Assistant | Nawala / Koswatta,LOLC Holdings PLC,Colombo,Full-Time,27/05/2022 ,banking
100,Internal Audit – Audit Trainee,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,26/05/2022 ,banking
101,Management Trainee - Colombo / Gampaha/ Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,26/05/2022 ,banking
102,Recovery Officer,Citizens Development Business Finance PLC (CDB),IslandWide,Full-Time,26/05/2022 ,banking
103,Marketing Officer - Leasing,LOLC Development Finance,Colombo,Full-Time,26/05/2022 ,banking
104,Coordinator - Recoveries (Gampaha),LOLC Development Finance,Gampaha,Full-Time,26/05/2022 ,banking
105,Industry Analyst ,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,banking
106,Business Development Associates (Credit Cards & Personal Loans) - Colombo,HSBC Sri Lanka,Colombo,Full-Time,26/05/2022 ,banking
107,Consulting Digital & Emerging Technologies – .Net Staff,EY Global Delivery Services,Colombo,Full-Time,26/05/2022 ,banking
108,Technical Project Manager ,EY Global Delivery Services,Colombo,Full-Time,26/05/2022 ,banking
109,Manager - IT Governance,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,banking
110,Manager - System Administration,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,banking
111,ERP Consultant - Internship,Ernst & Young,Colombo,Full-Time,17/05/2022 ,banking
112,Branch Manager | Hingurakgoda / Malabe / Homagama,LOLC Development Finance,"Gampaha,Polonnaruwa...",Full-Time,26/05/2022 ,banking
113,Agency Manager / Field Manager / Regional Sales Manager / Senior Regional Sales Manager,Company Name Withheld 524,Colombo,Full-Time,26/05/2022 ,banking
114,Manager - Audit & Assurance,BDO Partners,Colombo,Full-Time,26/05/2022 ,banking
115,Art Director,HSBC Bank,Colombo,Full-Time,26/05/2022 ,banking
116,Executive/Senior Executive – Technology Advisory Services ,BDO Partners,Colombo,Full-Time,26/05/2022 ,banking
117,Manager - Credit Management,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,banking
118,"Digital Insights Manager, Global Publishing Services ",HSBC Bank,Colombo,Full-Time,26/05/2022 ,banking
119,Junior Operations Assistants | Kuliyapitiya / Narammala / Giriulla / Mawathagama / Nikawaratiya,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,26/05/2022 ,banking
120,Internal Auditor : Male,Trans Gulf Colombo (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,banking
121,Supervisor - Audit & Assurance,BDO Partners,Colombo,Full-Time,26/05/2022 ,banking
122,Trainee Sales Officers - Eastern Province,Dialog Finance PLC,"Ampara,Trincomalee,...",Full-Time,25/05/2022 ,banking
