,Title,Employee,Location,type,Expire_date,catogry
91,Delivery Rider - Jade Laughs Restaurant,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
92,Order Assembler - Jade Laughs Restaurant,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
93,Market Analyst | AMW Capital Leasing and Finance PLC | Kiribathgoda,AMW Capital Leasing & Finance PLC,Gampaha,Full-Time,12/06/2022 ,school-leavers
94,Kitchen Helper - Jade Laughs Restaurant,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
95,Steward - Jade Laughs Restaurant,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
96,Kitchen Stewards / Trainee Chef / Commis III,Food Studio (Pvt.) Ltd.,Colombo,Full-Time,27/05/2022 ,school-leavers
97,Commi I / Commi II / Commi  III - Jade Laughs Restaurant,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
98,Call Center Executive,Startek,Colombo,Full-Time,27/05/2022 ,school-leavers
99,Store Assistant - ගබඩා සහයක,LAUGFS Super,Colombo,Full-Time,27/05/2022 ,school-leavers
100,Customer Service Associate - Full Time / Part Time,Dialog Business Services (Pvt) Ltd,Colombo,Full-Time,27/05/2022 ,school-leavers
101,Trainee Call Center Executive ,S.A.Knowledge Services (Pvt) Ltd,Colombo,Full-Time,19/05/2022 ,school-leavers
102,Trolly Pusher & Baggers - Part Time - Negombo,Softlogic GLOMARK,Gampaha,Part-Time,27/05/2022 ,school-leavers
103,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Nawala,Softlogic GLOMARK,Colombo,Full-Time,27/05/2022 ,school-leavers
104,Junior Operations Assistant - Matugama,Citizens Development Business Finance PLC (CDB),Kalutara,Full-Time,27/05/2022 ,school-leavers
105,Marketing Executive - Female,Prime Entertainment,Colombo,Full-Time,27/05/2022 ,school-leavers
106,කෝකිවරයන් - බියගම / කැලණිය  / වවුනියාව | Cooks - Biyagama / Kelaniya / Vavuniya,Raffles Consolidated (Pvt) Ltd,Colombo,Permanent,27/05/2022 ,school-leavers
107,Junior Operations Assistant - Mahiyanganaya,Citizens Development Business Finance PLC (CDB),Badulla,Full-Time,27/05/2022 ,school-leavers
108,Junior Operations Assistant - Boralesgamuwa,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,27/05/2022 ,school-leavers
109,Digital Marketing Executives,College of Contract Management United Kingdom,Colombo,Permanent,27/05/2022 ,school-leavers
110, Vacancies For - Service Crew Member/ Waffle Maker/ Tea Maker ,Waffle Mania Colombo,Colombo,Full-Time,27/05/2022 ,school-leavers
111,Sales Executives / Sales Associate /  Junior Sales Associates,Global Leading Conferences (Pvt.) Ltd,Colombo,Full-Time,27/05/2022 ,school-leavers
112,Trainee Sales Officers - Uva Province,Dialog Finance PLC,"Badulla,Moneragala",Full-Time,27/05/2022 ,school-leavers
113,Crew Member / Senior Crew Member ,Burger King,"Colombo,Gampaha",Full-Time,27/05/2022 ,school-leavers
114,External Trainers,Asia Asset Finance PLC,Colombo,Full-Time,27/05/2022 ,school-leavers
115,Trainee Sales Officers - Sabaragamuwa Province ,Dialog Finance PLC,"Kegalle,Ratnapura",Full-Time,27/05/2022 ,school-leavers
116,Digital Marketing Specialist (Female),SIEM Galle Campus,Galle,Full-Time,27/05/2022 ,school-leavers
117,Commi I / Commi II / Commi III / Cashier - (Trainee/Experienced) - Mount Lavania,Softlogic GLOMARK,Colombo,Full-Time,27/05/2022 ,school-leavers
118,Junior Operations Assistant  | Kandy,Citizens Development Business Finance PLC (CDB),Kandy,Full-Time,27/05/2022 ,school-leavers
119,Call Centre Telemarketing Executives,Intellize Technologies,Colombo,Full-Time,27/05/2022 ,school-leavers
120,Walk In interview : Cashier Cum Clerk | Negombo / Matara / Kurunegala,Durdans Hospital,Kurunagala,Full-Time,27/05/2022 ,school-leavers
121,Delivery Rider (Full Time) – Rathnapura District ,Pizza Hut Sri Lanka,Ratnapura,Full-Time,27/05/2022 ,school-leavers
122,Business Development Officer - Branch Sales (Western Zone),Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,school-leavers
123,Call Center Officers - Colombo,Central Finance Company PLC,Colombo,Full-Time,27/05/2022 ,school-leavers
124,Trainee Business Development Officer -  Colombo,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,school-leavers
125,Recoveries Agent - Collections & Recoveries ,Nations Trust Bank,Colombo,Full-Time,27/05/2022 ,school-leavers
126,Delivery Riders / Senior Delivery Riders ,Burger King,"Colombo,Gampaha,Ka...",Full-Time,27/05/2022 ,school-leavers
127,Call Centre Assistant | Nawala / Koswatta,LOLC Holdings PLC,Colombo,Full-Time,27/05/2022 ,school-leavers
128,Front Desk Executive (Female) ,Thelivu Consultation (Pvt) Ltd,Colombo,Full-Time,27/05/2022 ,school-leavers
129,Crew Members / Senior Crew Members | Moratuwa / Town Hall (ODEL),Baskin Robbins,Colombo,Full-Time,27/05/2022 ,school-leavers
130,Junior Operations Assistant | Colombo / Gampaha / Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,26/05/2022 ,school-leavers
131,Customer Service Executive,First Notch (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,school-leavers
132,Delivery Rider (Full- Time) - Athurugiriya,Pizza Hut Sri Lanka,Colombo,Full-Time,26/05/2022 ,school-leavers
133,Walk In Interview : Customer Service Assistant / Cashier / Hot Kitchen / Bakery | Galle,Keells ,Galle,Full-Time,26/05/2022 ,school-leavers
134,Sales Executive (Male) - Ja Ela,D-Blaq Clothing,Gampaha,Full-Time,26/05/2022 ,school-leavers
135, Call Center Executive,Advanza BPO,Colombo,Full-Time,26/05/2022 ,school-leavers
136,Management Trainee Programme ,Ernst & Young,Colombo,Full-Time,26/05/2022 ,school-leavers
137,HR Associate ,Ernst & Young,Colombo,Full-Time,26/05/2022 ,school-leavers
138,පාරිභෝගික සේවා සහායක - කොළඹ | Customer Service Assistant - Colombo,Keells ,Colombo,Full-Time,26/05/2022 ,school-leavers
139,Junior Business Development Executive  - Female | Colombo,Medicheks Colombo (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,school-leavers
140,Electrical Technicians / විදුලි කාර්මික ශිල්පීන්,Australian Talent Network,Colombo,Full-Time,26/05/2022 ,school-leavers
141,Delivery Driver – 28 Nos. / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,26/05/2022 ,school-leavers
142,Management Trainee - Colombo / Gampaha/ Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,26/05/2022 ,school-leavers
