,Title,Employee,Location,type,Expire_date,catogry
61,Senior Technical Lead / Technical Lead,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
62,Tech Lead - Associate Architect,Cabbage Apps,Colombo,Full-Time,25/05/2022 ,senior-management
63,Agency Managers/ Agency Leaders & Financial Advisors  - Colombo ,Company Name Withheld 503,Colombo,Full-Time,25/05/2022 ,senior-management
64,Delivery Managers / Delivery Leads – Investment Research,Acuity Knowledge Partners,Colombo,Full-Time,25/05/2022 ,senior-management
65,Associate Tech Lead - AWS / Data Analysis / Machine Learning,MyTech Jobs,Colombo,Full-Time,25/05/2022 ,senior-management
66,Lead Devops Engineer ,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
67,Assistant Vice President Change Manager - Global Data Services,HSBC Bank,Colombo,Full-Time,25/05/2022 ,senior-management
68,Product Manager ,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
69,Senior Dev-ops / Cloud Infrastructure Engineer,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
70,Technical Lead (.NET Core | React),Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
71,Consulting Digital & Emerging Technologies – .Net ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
72,Consulting Digital & Emerging Technologies – Java ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
73,Lead / Senior IFS Technical Consultant,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
74,Senior DevOps Engineer,Creative Software,Colombo,Full-Time,25/05/2022 ,senior-management
75,Digital Architecture – Manager (Solution Architect),EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
76, React JS Developer ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
77,Chief Operations Officer - Cafe Sector,Softlogic Restaurants Pvt Ltd,Colombo,Full-Time,24/05/2022 ,senior-management
78,Angular Developer,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
79,Senior Software Engineers / Senior Systems Engineers / Technical Lead,ICT Agency of Sri Lanka,Colombo,Full-Time,24/05/2022 ,senior-management
80,Head of Deposits,Abans Finance PLC,Colombo,Full-Time,24/05/2022 ,senior-management
81,Technical Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,24/05/2022 ,senior-management
82,Technical Lead - Java/J2EE,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,24/05/2022 ,senior-management
83,General Manager ,G.M.T. Sorabora Village Hotel (Pvt)Ltd,Badulla,Full-Time,24/05/2022 ,senior-management
84,Deputy Manager - Financial Crime Compliance (Transaction Monitoring),Nations Trust Bank,Colombo,Permanent,24/05/2022 ,senior-management
85,Consulting -Digital & Emerging Technologies - Technical Project Manager ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,senior-management
86,Technical Lead – Full Stack Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,24/05/2022 ,senior-management
87,Chef - CDP Level - AUSTRALIA ,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,24/05/2022 ,senior-management
88,Senior Technical Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,24/05/2022 ,senior-management
89,Finance Director | Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,24/05/2022 ,senior-management
90,Technical Lead - Java/J2EE,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
91,Senior Technical Lead - Java/J2EE,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
92,Senior Software Engineer - Java / J2EE,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
93,Senior Software Engineer - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
94,Technical Lead – Full Stack Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
95,Technical Lead – Full Stack Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
96,Senior Technical Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
97,Senior Technical Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
98,Senior Software Engineer – Full Stack Java ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
99,Senior Technical Lead - Full Stack Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,23/05/2022 ,senior-management
100,Technical Lead / Senior Technical Lead (SAP BASIS Consultant),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,19/05/2022 ,senior-management
101,Director Line of Business Solutions / Program Manager Line of Business Solutions / Project Manager Line of Business Solutions,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 ,senior-management
102,Deputy to the Chief Executive Officer,Company Name Withheld 518,Colombo,Contract Basis,19/05/2022 ,senior-management
