,Title,Employee,Location,type,Expire_date
1960,Software Engineer,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1961,Executive - Information Technology,Startek,Colombo,Full-Time,25/05/2022 
1962,Supermarket Supervisor,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1963,Associate Manager - Human Resources,LOLC Development Finance,Colombo,Full-Time,25/05/2022 
1964,Executive - Information Technology,AEGIS Services Lanka,Colombo,Full-Time,25/05/2022 
1965,Senior Executive - Internal Audit,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1966,Manager - Sales Administration - Life Insurance,LOLC Holdings PLC,Colombo,Full-Time,25/05/2022 
1967,Senior Manager / Chief Manager - Non-Motor Underwriting & Reinsurance,LOLC Holdings PLC,Colombo,Full-Time,25/05/2022 
1968,Deputy Analyst (Junior Executive) - Learning & Development,Accenture Lanka,Colombo,Full-Time,25/05/2022 
1969,Field Marketing Officer,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1970,DevOps Senior Engineer,Hatchyard (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1971,Manager - Finance & Accounting,Reliable Group of Companies,"Colombo,Gampaha",Full-Time,20/05/2022 
1972,Investment Analyst ,Helios Ventures,Colombo,Full-Time,20/05/2022 
1973,Senior Brand Executive/Brand Executive,Softlogic Restaurants Pvt Ltd,Colombo,Full-Time,20/05/2022 
1974,Sales Assistants - Colombo City Center,Ramya Horticulture (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1975,Digital Marketing Executive / Senior Digital Marketing Executive ,KPMG,Colombo,Full-Time,20/05/2022 
1976,Trainee PHP Developer,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,20/05/2022 
1977,Junior Accounts Executive - Kollupitiya ,Flexi Business Solutions (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1978,Quality Assurance Engineer,Hatchyard (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1979,Executive  Assistant ,Emergen Life Sciences (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1980,Legal & Compliance Officer,Helios Ventures,Colombo,Full-Time,20/05/2022 
1981,Associate Tech Lead / Tech Lead - RoR,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1982,Software Engineer,Hatchyard (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1983,Senior Software Engineer - .Net,Hatchyard (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1984,Medical Officer – Neonatal Unit (Locum / Permanent) | Negombo,Nawaloka Hospitals PLC,Gampaha,Full-Time,20/05/2022 
1985,Software Engineer (PHP) ,ICT Agency of Sri Lanka,Colombo,Full-Time,20/05/2022 
1986,Executive (Digital Health) ,ICT Agency of Sri Lanka,"Colombo,Kandy,Gamp...",Full-Time,20/05/2022 
1987,Associate Technical Lead / Tech Lead - .Net,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1988,Senior Software Engineer - Angular / Nodejs,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1989,Associate Tech Lead / Tech Lead - Java,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1990,"Commis I, II, III - Hot Range Kitchen",Crystal Jade Hong Kong Kitchen,Colombo,Full-Time,20/05/2022 
1991,Software Developer,Iclick Online technology Ltd,"WorkingFromHome,I...",Full-Time,20/05/2022 
1992,Senior Software Engineer,OneSmartBee Private Limited,Colombo,Full-Time,20/05/2022 
1993,Sales Executives / Rate Executive ,Chrisslogix (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1994,Project Coordinator Cum Receptionist,Abans PLC,Colombo,Full-Time,20/05/2022 
1995,Deputy Manager - Digital Marketing and CRM,Domino's Pizza Sri Lanka,Colombo,Full-Time,20/05/2022 
1996,Internship - Marketing,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,20/05/2022 
1997,Showroom Sales Executive | Boralesgamuwa / Ja-ela / Maharagama / Katunayaka / Seeduwa / Gampaha / Galle,Abans PLC,"Colombo,Galle,Gamp...",Full-Time,20/05/2022 
1998,Assistant Engineer - Projects,Abans PLC,Colombo,Full-Time,20/05/2022 
1999,Senior Software Engineers / Tech Leads - Ruby on Rails,ESSHVA,Colombo,Full-Time,20/05/2022 
2000,Technician - Vehicle Inspectors,Greasemonkey Automobile Private Limited,Colombo,Full-Time,20/05/2022 
2001,Senior Technician (Troubleshooting & Repairs) ,GTA Refrigeration Private Limited,Colombo,Full-Time,20/05/2022 
2002,Digital Marketing Executive,Company Name Withheld 523,Colombo,Full-Time,20/05/2022 
2003,Sales Executive ,Millerholz (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2004,Call Center Executives  / Administrations Executives,AKARA Apartments,Colombo,Full-Time,20/05/2022 
2005,Senior Fund Accountant,HSBC Bank,Colombo,Full-Time,20/05/2022 
2006,Trainee Assistant Engineer - Projects,Abans PLC,Colombo,Full-Time,20/05/2022 
2007,Technical Officer - Maintenance ,GTA Refrigeration Private Limited,Colombo,Full-Time,20/05/2022 
2008,Front Office Receptionist - Oman | Male,Al Sadarah Hotel Apartments,"ForeignJob,Island...",Full-Time,20/05/2022 
2009,Senior Software Engineer - .NET,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2010,Purchasing Coordinator,KRAMSKI Lanka (Pvt) Limited,"Colombo,Gampaha",Full-Time,20/05/2022 
2011,Fire and Safety Officer,Nawaloka Hospitals PLC,Colombo,Full-Time,20/05/2022 
2012,QA Lead - Automation,MyTech Jobs,Colombo,Full-Time,20/05/2022 
2013,Pharmacists / Apprentice Pharmacists ,Union Chemists (Pte) Ltd,Colombo,Full-Time,20/05/2022 
2014,Maintenance Technician  (Air Conditioning / Electrical) ,R I L Property PLC,Colombo,Full-Time,20/05/2022 
2015,Restaurant Manager,Burger King,"Colombo,Gampaha",Full-Time,20/05/2022 
2016,Senior Software Engineer - Java,MyTech Jobs,Colombo,Full-Time,20/05/2022 
2017,Senior Executives / Executives - Sales & Marketing | Kurunegala,Abans PLC,Kurunagala,Full-Time,20/05/2022 
2018,Receptionist ,R I L Property PLC,Colombo,Full-Time,20/05/2022 
2019,Senior Software Engineer - JAVA,MyTech Jobs,Colombo,Full-Time,20/05/2022 
2020,Executive - Purchasing,TalentCorp (Pvt) Ltd,Kurunagala,Full-Time,20/05/2022 
2021,Senior Executive - Weft Knitting,TalentCorp (Pvt) Ltd,Kurunagala,Full-Time,20/05/2022 
2022,Software Engineer -  C#,Neurotechnology Lab (Private) Limited,Colombo,Full-Time,20/05/2022 
2023,රූපලාවන්‍ය ශිල්පීන් - මාලබේ / රාජගිරිය (පුහුණු / නුපුහුණු) | Beauticians - Malabe / Rajagiria (Trained / Untrained) ,Salon Sajee,Colombo,Full-Time,20/05/2022 
2024,Senior Colour Technologist,TalentCorp (Pvt) Ltd,Kurunagala,Full-Time,20/05/2022 
2025,Software Engineer - Cloud Back End,Neurotechnology Lab (Private) Limited,Colombo,Full-Time,20/05/2022 
2026,SAP ABAP,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2027,Software Engineer - Front End Web Development,Neurotechnology Lab (Private) Limited,Colombo,Full-Time,20/05/2022 
2028,Quality Assurance Lead,ESSHVA,Colombo,Full-Time,20/05/2022 
2029,Sales Staff,Chads International,Colombo,Full-Time,20/05/2022 
2030,Barista/වරයෙකු  (කාන්තා / පිරිමි),Keells ,Colombo,Full-Time,20/05/2022 
2031,පාරිභෝගික සේවා සහායක - සම්මුඛ පරීක්ෂණ: ගාල්ල - රැකියා පියස | Customer Service Assistant – Interviews: Rekiya Piyasa – Galle,Keells ,IslandWide,Full-Time,20/05/2022 
2032,Accountant ,Glafex Holdings,Colombo,Full-Time,20/05/2022 
2033,"Customer Care Executive | Hindi, Malayalam, Telugu, Bengali, Arabic ",Axis BPO,Colombo,Full-Time,20/05/2022 
2034,Audit Assistant,KNP Professional Services,Colombo,Full-Time,20/05/2022 
2035,Wharf Clerk (Air Freight) | Katunayake,Abans PLC,Gampaha,Full-Time,20/05/2022 
2036,Yard Executive | Seeduwa,Abans PLC,Gampaha,Full-Time,20/05/2022 
2037,Outlet Operation Assistant | Kaduwela - අලෙවිසැල් මෙහෙයුම් සහායක |  කඩුවෙල,Keells ,Colombo,Full-Time,20/05/2022 
2038,Bakery / Hot kitchen   (කාන්තා / පිරිමි),Keells ,Colombo,Full-Time,20/05/2022 
2039,Business Development Manager,Mega Pay (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2040,Senior UI/UX Engineer,Evicio (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2041,Manager - Information Security,Pizza Hut Sri Lanka,Colombo,Full-Time,20/05/2022 
2042,Senior DevOps Engineer,Salpo Technologies,Colombo,Full-Time,20/05/2022 
2043,Gold Loan Auditor (Executives/Senior Executives),Sarvodaya Development Finance Limited,Colombo,Full-Time,20/05/2022 
2044,React Native - ATL/ Lead,Salpo Technologies,Colombo,Full-Time,20/05/2022 
2045,Software Engineer - Full Stack (Kuliyapitiya),Asset Digital,Kurunagala,Full-Time,20/05/2022 
2046,Content Writer ,Envision Circle,Colombo,Full-Time,20/05/2022 
2047,Software Architect (Technical),RGBSI,Colombo,Permanent,20/05/2022 
2048,Engineer - Mobile Application Development(Xamarin),Evicio (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2049,Banking Trainees,Commercial Bank of Ceylon PLC,Colombo,Full-Time,20/05/2022 
2050,Assistant Accountant,Asia Asset Finance PLC,Colombo,Full-Time,20/05/2022 
2051,Customer Service Assistant (Trainee / Experienced) - Malabe,Softlogic GLOMARK,Colombo,Full-Time,20/05/2022 
2052,System Auditor (Executive / Senior Executive),Sarvodaya Development Finance Limited,Colombo,Full-Time,20/05/2022 
2053,"Accountant - Rathnapura, Eheliyagoda or Awissawella",Helanka Shoes,"Colombo,Ratnapura",Full-Time,20/05/2022 
2054,Customer Service Assistant (Trainee / Experienced) - Kottawa,Softlogic GLOMARK,Colombo,Full-Time,20/05/2022 
2055,Finance Executive,Asia Asset Finance PLC,Colombo,Full-Time,20/05/2022 
2056,"Executive/ Junior Executive/Trainee - Internal Audit (Base Locations- Borella, Puttalam , Kurunegala)",Sarvodaya Development Finance Limited,"Colombo,Kurunagala",Full-Time,20/05/2022 
2057,HR Trainee / Executive,Asia Asset Finance PLC,Colombo,Full-Time,20/05/2022 
2058,Administration Assistants | North / East / Central,Asia Asset Finance PLC,"Kandy,Ampara,Jaffn...",Full-Time,20/05/2022 
2059,Business Promotion Associates - Part Time,Asia Asset Finance PLC,Colombo,Part-Time,20/05/2022 
2060,Technical Lead - ASP.Net + Azure Devops,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2061,Senior Software Engineer - ASP.Net + Angular ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2062,Receptionist cum Front Office Coordinator - Female - Colombo Fort,Jebz Advertising (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2063,Tech Lead / Senior Software Engineer - Core .Net ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2064,Executive Showroom Manager | Softlogic MAX,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2065,Technical Lead / Senior Technical Lead - Full stack .NET,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2066,Senior Software Engineer / Technical Lead - C#,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2067,Technical Lead / Senior Technical Lead – UI / UX Developer,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2068,Sales Executive - Acquisition,ONEPAY,Colombo,Full-Time,20/05/2022 
2069,Lead-Oracle EBS: Functional,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2070,Executive - Internal Audit | Kilinochchi Branch,LOLC Holdings PLC,Kilinochchi,Full-Time,20/05/2022 
2071,ගබඩා සහයක - කෙරවලපිටිය (දිවා/රාත්රී),Keells ,Colombo,Full-Time,20/05/2022 
2072,Science Teacher,Readway International College of Education,Colombo,Full-Time,20/05/2022 
2073,Legal Officer - Maturata Plantations Limited,LOLC Holdings PLC,Colombo,Full-Time,20/05/2022 
2074,Office Assistant,Readway International College of Education,Colombo,Full-Time,20/05/2022 
2075,Lead-Oracle EBS: Technical,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2076,ගබඩා සහයක | Warehouse Assistant - කෙරවලපිටිය (රාත්‍රී සේවා මුරය),Keells ,Colombo,Full-Time,20/05/2022 
2077,රීච් ට්‍රක් රථ ක්‍රියාකරු | Reach Truck Operator - කෙරවලපිටිය (දිවා/රාත්‍රී සේවා මුරය),Keells ,Colombo,Full-Time,20/05/2022 
2078,Senior Software Engineer / Tech Lead,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2079,ජේෂ්ඨ ගබඩා සහයක | Senior Warehouse Assistant - කෙරවලපිටිය (දිවා/රාත්‍රී සේවා මුරය),Keells ,Colombo,Full-Time,20/05/2022 
2080,Head of iPay,LOLC Holdings PLC,Colombo,Full-Time,20/05/2022 
2081,Walk In interview : රසායනාගාර සහායකයින් / MLT | Kurunegala / Tangalle,Durdans Hospital,"Kurunagala,Matara",Full-Time,20/05/2022 
2082,Walk-In Interviews : Call Centre Agent,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2083,Technical Lead - ASP.Net + Angular,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2084,Walk In interview : හෙදියන් - Nurses ,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2085,Technical Lead / Senior Technical Lead - Full stack .NET,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2086,Senior Technical Lead - ASP.NET + Azure Devops,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2087,Executive / Senior Executive - Corporate Relations,Abans PLC,Colombo,Full-Time,20/05/2022 
2088,Junior Executive - IT,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,20/05/2022 
2089,Technical Lead – Angular,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 
2090,Walk In interview : Accounts Officer,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2091,Walk In interview : Stores Assistant,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2092,Semi-Senior Accounts Executive - Kollupitiya ,Flexi Business Solutions (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2093,Walk In interview : ලේ ගැනීමට පලපුරුදු රසායනාගාර සහයකයින් / Phlebotomist -  Jaffna / Kurunegala / Negombo / Kalubowila / Colombo 03 ,Durdans Hospital,"Colombo,Gampaha,Ja...",Full-Time,20/05/2022 
2094,Walk In interview : Pharmacist / Apprentice Pharmacist,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2095,Walk In interview : Bio Medical Technician,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2096,වේටර් ‍/ Steward - 6th Lane Cafe,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2097,Walk In interview : Cashier,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2098,Walk In interview : Tutors / Assisting Tutors ,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2099,Walk In interview : මුළුතැන්ගෙයි සහයක - කොළඹ  | Kitchen Helper  ,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2100,Human Resource Executive ,Helios Ventures,Colombo,Full-Time,20/05/2022 
2101,Walk In interview : Trainee Radiographer / Radiographer | Negombo,Durdans Hospital,Gampaha,Full-Time,20/05/2022 
2102,Walk In interview :  Courier / බෙදාහැරීමේ සහකාර | Colombo 7 / Colombo 3,Durdans Hospital,Colombo,Full-Time,20/05/2022 
2103,International Business Development Executive,Venture Forth (Private) Limited,Colombo,Full-Time,20/05/2022 
2104,Tele Sales & Marketing Executives - (Female/Male),Global Processing Services Pvt Ltd,Colombo,Full-Time,12/05/2022 
2105,Assistant Manager - Finance,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
2106,Junior System Administrator,Nawaloka Hospitals PLC,Colombo,Full-Time,03/06/2022 
2107,Graphic Designer ,Digit Web Lanka PVT LTD,Jaffna,Full-Time,20/05/2022 
2108,Crew Member (Full Time) – Union Place,Pizza Hut Sri Lanka,Colombo,Full-Time,20/05/2022 
2109,Manager - Litigation ,Nations Trust Bank,Colombo,Full-Time,20/05/2022 
2110,Visiting Lecturer,Eastern University of Sri Lanka,Ampara,Permanent,20/05/2022 
2111,Senior Marketing Executive | AMW Capital Leasing and Finance Plc | Nugegoda,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,11/05/2022 
2112,Accounts Officer,Galle Heritage Foundation,Galle,Permanent,20/05/2022 
2113,Quantity Surveyor,Ministry of Education,Colombo,Contract Basis,20/05/2022 
2114,Internal Auditor,Paranthan Chemicals Company Limited,Colombo,Permanent,12/05/2022 
2115,Administrative Officer,Galle Heritage Foundation,Galle,Permanent,20/05/2022 
2116,Cashier | AMW Capital Leasing and Finance PLC | Avissawella,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,11/05/2022 
2117,Deputy Manager / Manager - Internal Audit  (IT Systems),Nations Trust Bank,Colombo,Full-Time,14/05/2022 
2118,Technical Officer (Civil),Ministry of Education,Colombo,Contract Basis,20/05/2022 
2119,Associate Software Engineer | Work From Home - Jaffna,UnicomSD,"Jaffna,WorkingFrom...",Full-Time,12/05/2022 
2120,Assistant Cook | සහකාර අරක්කැමි,Company Name Withheld 514,Colombo,Full-Time,12/05/2022 
2121,Marketing Executives,Green Engineering Systems (Pvt) Ltd,"Gampaha,Colombo",Full-Time,12/05/2022 
2122,Senior Software Engineer/Associate Tech Lead - Javascript (React Js),TECXA,Colombo,Full-Time,12/05/2022 
2123,Beautician,Salon Zero,Colombo,Full-Time,12/05/2022 
2124,Front Desk Coordinator / Executive,Salon Zero,Colombo,Full-Time,12/05/2022 
2125,Digital Media Marketer,Pattern Digital,Colombo,Full-Time,12/05/2022 
2126,Senior QA Engineer – Automation Testing,Aeturnum Lanka Private Limited,Colombo,Full-Time,12/05/2022 
2127,Senior QA Engineer – Manual Testing,Aeturnum Lanka Private Limited,Colombo,Full-Time,12/05/2022 
2128,Real Estate Agents - Southern Province,Re/Max Southern Properties,"Galle,Hambantota,M...",Full-Time,12/05/2022 
2129,Software Engineers,Avenir IT (Pvt) Ltd,Kandy,Full-Time,12/05/2022 
2130,Junior Operations Assistant | Colombo / Gampaha / Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,12/05/2022 
2131,Junior Operations Assistants | Kuliyapitiya / Narammala / Giriulla / Mawathagama / Nikawaratiya,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,12/05/2022 
2132,Marketing Executives,FLITS – Future Links Institute of Technological Studies,Colombo,Full-Time,12/05/2022 
2133,Manager - System Administration,Nations Trust Bank,Colombo,Full-Time,12/05/2022 
2134,Sales Executives - Lifestyle Brands,Abans PLC,Colombo,Full-Time,12/05/2022 
2135,Marketing Coordinator ,Company Name Withheld 2,Colombo,Full-Time,12/05/2022 
2136,Senior Sales Executive - B2B Corporate Sales,CareerCo Jobs,Colombo,Full-Time,12/05/2022 
2137,Junior Business Development Executive  - Female | Colombo,Medicheks Colombo (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
2138,Student Counsellor ,Pride International - Education & Migration Consultants,Colombo,Full-Time,12/05/2022 
2139,PHP Developers,Smart eDesigners,Gampaha,Full-Time,12/05/2022 
2140,Secretary to Chairman,DPJ Holdings,Colombo,Full-Time,12/05/2022 
2141,Site Technical Supervisor,Nawaloka Hospitals PLC,Colombo,Full-Time,12/05/2022 
2142,Core PHP Developer (Work From Home) ,Soft Curve Technologies,"WorkingFromHome,I...",Full-Time,12/05/2022 
2143,Personal Assistant To Managing Director,Nawaloka Hospitals PLC,Colombo,Full-Time,12/05/2022 
2144,Overseas Students Counselors,AIA Holdings (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
